<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
Saint Croix Island International Historic Site,Maine,Tag,45.1240915,-67.1463568,"**July 2025 member reports, the site has the poop bag holders cards should be there soon.  Ranger shared they are NOT doing site specific tags. 
**May 2025, member shared this site started a program this year and have poop bag holders. No other info known.",https://www.nps.gov/sacr/index.htm
"Saint-Gaudens National Historical Park, 139 St Gaudens Rd, Cornish, NH 03745",New Hampshire,Tag,43.5007224,-72.3675736,"**July 2025, member confirms the following information is correct. 
**May 2024 update, dogs are not allowed in any buildings of the pool area.  Complete 2 of 3 activities: 1) take a hike on the grounds 2) visit the 4 monuments 3) take a picture with the standing Lincoln. Tags are found at the visitor center. 
**November 2024, report that the Visitor Center is off season October 31–May 24. Member received a Bandana after emailing the staff, but it took quite some time for a reply because it’s off season. According to the staff, they have replaced the tag with the bandana. Previous intel during season reports that you have to complete a task for a tag.",https://www.nps.gov/saga/planyourvisit/pets.htm
Salem Maritime National Historic Site,Massachusetts,Tag,42.5190589,-70.8855837,"**July 2025, member reports tags in stock.  
**November 2024, member reports tags are back in stock at the Salem Armory Visitor Center. Find a Park Ranger during the summer months for a tag. Dogs are allowed to step on ship in a small area. Pets are welcome in all outdoor spaces, but no park buildings.",https://www.nps.gov/thingstodo/salem-maritime-bark-ranger.htm
=======
**January 2025, member showed a Bark Ranger pledge card, but stated there is no tag. The member went to the Rincon Visitor Center. It seems the member had to clarify some points before the employee understood what she was looking for. There are many dog friendly trails, but as always in the desert, beware of cactus spines!",https://www.nps.gov/sagu/planyourvisit/pets.htm
Saint Croix Island International Historic Site,Maine,Tag,45.1240915,-67.1463568,"**July 2025 member reports, the site has the poop bag holders cards should be there soon.  Ranger shared they are NOT doing site specific tags. 
**May 2025, member shared this site started a program this year and have poop bag holders. No other info known.",https://www.nps.gov/sacr/index.htm
"Saint-Gaudens National Historical Park, 139 St Gaudens Rd, Cornish, NH 03745",New Hampshire,Tag,43.5007224,-72.3675736,"**July 2025, member confirms the following information is correct. 
**May 2024 update, dogs are not allowed in any buildings of the pool area.  Complete 2 of 3 activities: 1) take a hike on the grounds 2) visit the 4 monuments 3) take a picture with the standing Lincoln. Tags are found at the visitor center. 
**November 2024, report that the Visitor Center is off season October 31–May 24. Member received a Bandana after emailing the staff, but it took quite some time for a reply because it’s off season. According to the staff, they have replaced the tag with the bandana. Previous intel during season reports that you have to complete a task for a tag.",https://www.nps.gov/saga/planyourvisit/pets.htm
Salem Maritime National Historic Site,Massachusetts,Tag,42.5190589,-70.8855837,"**July 2025, member reports tags in stock.  
**November 2024, member reports tags are back in stock at the Salem Armory Visitor Center. Find a Park Ranger during the summer months for a tag. Dogs are allowed to step on ship in a small area. Pets are welcome in all outdoor spaces, but no park buildings.",https://www.nps.gov/thingstodo/salem-maritime-bark-ranger.htm
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Salinas Pueblo Missions National Monument (Mountainair, NM visitor Center)",New Mexico,Tag,34.2579235,-106.0902,"**March 2026, trusted member reports recieving tag and booklet at the Mountainair visitor center, and that is still the only one open.  Also reports that staff is limited and hours may be slightly different from posted.
**February 2026, lady who leads the Bark Ranger walks shared the dates for the year. April 4th, May 2nd, and June 6th at Quarai.  July 4th at Abo.  August 1st, September 5th at Quarai, October 3rd at Abo, and November 7th at Quarai.  
**November 2025, member reports that the shop has tags, waterbowls, leashes, bandanas, collars, and hats.  The Ranger has woden tags to give out.
**August 2025 dates update.  The upcoming events are on Saturday August 16 and Saturday  September 20. June 2025, Admin Ben visited the site and confirmed most of the following info.  Tags are found reliably at the park headquarters in the town of Mountainair.  The other sites have varying hours due to staffing. Ben met with Ann, a volunteer who leads Bark Ranger walks at the Quarai site on the THIRD SATURDAY OF THE MONTH AT 9:30 AM. She says they may be doing a bigger event in October.  
**April 2025 member reports tags back in stock.  
**March 2025, Special Day on March 22nd, 10 and 12:30 Ranger led hikes at the Quarai site. 
**February 2025, member reports that the site is redoing their Bark Ranger program and hoping to restart in April. They are currently out of tags but are giving out Jr. Ranger tags instead. 
<<<<<<< HEAD
**November 2024, member reports that there is a headquarters and 3 ruin sites, each with their own visitor centers.  Gran Quivira Visitor Center is closed during the off season.  The NPS website says the other visitor centers are only open certain days, but the headquarters ranger station says all the ruins visitor centers are currently closed due to lack of staffing. You need to go to the central headquarters in Mountainair.  There are no activities, they just give a button.  Dogs are allowed on all trails.",https://www.nps.gov/sapu/learn/news/bark-ranger-day.htm
=======
**November 2024, member reports that there is a headquarters and 3 ruin sites, each with their own visitor centers.  Gran Quivira Visitor Center is closed during the off season.  The NPS website says the other visitor centers are only open certain days, but the headquarters ranger station says all the ruins visitor centers are currently closed due to lack of staffing. You need to go to the central headquarters in Mountainair.  There are no activities, they just give a button.  Dogs are allowed on all trails.",https://www.nps.gov/sapu/learn/news/bark-ranger-day.htm
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
San Antonio Missions National Historical Park,Texas,Tag,29.3168773,-98.4498323,"December 2025, trusted member reports tags in stock.
November 2025, trust member reported tags available. 
July 2025, member verified info, added this is a Unesco World Heritage Site and the entire city is very dog friendly.  
January, 2025 member still recieved tags at Mission San Juan. 
<<<<<<< HEAD
October 2023, cofounders recieved wooden tags for free at Mission San Juan.",https://www.nps.gov/saan/planyourvisit/pets.htm
"San Juan Island National Historical Park, American Camp Visitor Center or English Camp Visitor Center",Washington,Tag,48.537089,-123.0907204,"June 2025, member reports the ferry is dog friendly, and the visitor center is closed on Wednesdays. There is a site specific wooden tag. The ranger who created the program is in the group. The park is very dog friendly, and there are helpful volunteers. There is a little booklet and free wooden tag. Member reported English camp did not have bandanas but they were for sale at the American Camp.",https://www.nps.gov/sajh/planyourvisit/pets.htm
Sand Creek Massacre National Historic Site,Colorado,Tag,38.5485192,-102.5100961,"August 2025 member reports site is open Thursday through Monday 9-4.  You have to travel on 8 miles of dirt road to reach the site. Entrance is free.  Dogs are allowed on the grounds and all trails, but not the visitor center.  Gravel trails seems wheelchair accessible, all restrooms are wheelchair accessible.  The site is very somber and respectful.  Free wooden site specific tag and certificate. There is not a lot of shade, go early. July 2025, trusted member reports this site has a program and free site specific tag. Mentions it's out in the middle of nowhere.",https://www.nps.gov/sand/planyourvisit/pets.htm
Sandy Point State Park,Maryland,Tag,39.0193614,-76.4054861,"July 2025, member updates that dogs are not allowed on the beach during prime beach season, but there are a few trails.  Definitely bring bug spray for the pup and yourself.  You are required to make reservations online for weekends and holidays, as you cannot pay at the ticket booth, they just scan your qr code.  Tickets are $5 per person in a single car.  Lots of cars were turned away due to not having reservations.  As for earning the badge, rangers will give them out if they have them on them while seeing you following rules.  The park office is closed on the weekends, but you can go there during the week. 
May 2025, member added that some rangers may have the tags on them, or you might have to visit the park office which is a bit far from the main park. 
May 2025, member posted a picture of a tag from this site.  No other details known.",https://dnr.maryland.gov/publiclands/pages/southern/sandypoint.aspx
Sang Run State Park,Maryland,Bandana,39.5640838,-79.3789109,"August, 2024, member reports this is a special event, call ahead or check park website calendar. There are bandanas and stickers for purchase.",https://dnr.maryland.gov/publiclands/pages/western/sangrun.aspx
"Santa Clara County Parks, California",California,Tag,37.2315246,-121.72611,"September 2025 member reports that Joseph D. Grant County park does a Sunset Bark Ranger hike event.  There are no tags but a bandana and certificate were available and the park is very dog friendly.  
March 2025, member reports that Anderson Lake County Park does not seem to participate an also mentioned lots of ticks there.  
October 2024, member reports that VASONA LAKE COUNTY PARK DOES NOT PARTICIPATE. THERE ARE 8 DIFFERENT PARKS IN THE COUNTY THAT PARTICIPATE. SEE THE LINK AND CALL AHEAD. August 2024, member stopped at Mt. Madonna and the front desk said they program is coming.",https://parks.sccgov.org/plan-your-visit/programs-events/challenges-contests/bark-ranger
=======
October 2023, cofounders recieved wooden tags for free at Mission San Juan.",https://www.nps.gov/saan/planyourvisit/pets.htm
"San Juan Island National Historical Park, American Camp Visitor Center or English Camp Visitor Center",Washington,Tag,48.537089,-123.0907204,"June 2025, member reports the ferry is dog friendly, and the visitor center is closed on Wednesdays. There is a site specific wooden tag. The ranger who created the program is in the group. The park is very dog friendly, and there are helpful volunteers. There is a little booklet and free wooden tag. Member reported English camp did not have bandanas but they were for sale at the American Camp.",https://www.nps.gov/sajh/planyourvisit/pets.htm
Sand Creek Massacre National Historic Site,Colorado,Tag,38.5485192,-102.5100961,"August 2025 member reports site is open Thursday through Monday 9-4.  You have to travel on 8 miles of dirt road to reach the site. Entrance is free.  Dogs are allowed on the grounds and all trails, but not the visitor center.  Gravel trails seems wheelchair accessible, all restrooms are wheelchair accessible.  The site is very somber and respectful.  Free wooden site specific tag and certificate. There is not a lot of shade, go early. July 2025, trusted member reports this site has a program and free site specific tag. Mentions it's out in the middle of nowhere.",https://www.nps.gov/sand/planyourvisit/pets.htm
Sandy Point State Park,Maryland,Tag,39.0193614,-76.4054861,"July 2025, member updates that dogs are not allowed on the beach during prime beach season, but there are a few trails.  Definitely bring bug spray for the pup and yourself.  You are required to make reservations online for weekends and holidays, as you cannot pay at the ticket booth, they just scan your qr code.  Tickets are $5 per person in a single car.  Lots of cars were turned away due to not having reservations.  As for earning the badge, rangers will give them out if they have them on them while seeing you following rules.  The park office is closed on the weekends, but you can go there during the week. 
May 2025, member added that some rangers may have the tags on them, or you might have to visit the park office which is a bit far from the main park. 
May 2025, member posted a picture of a tag from this site.  No other details known.",https://dnr.maryland.gov/publiclands/pages/southern/sandypoint.aspx
Sang Run State Park,Maryland,Bandana,39.5640838,-79.3789109,"August, 2024, member reports this is a special event, call ahead or check park website calendar. There are bandanas and stickers for purchase.",https://dnr.maryland.gov/publiclands/pages/western/sangrun.aspx
"Santa Clara County Parks, California",California,Tag,37.2315246,-121.72611,"September 2025 member reports that Joseph D. Grant County park does a Sunset Bark Ranger hike event.  There are no tags but a bandana and certificate were available and the park is very dog friendly.  
March 2025, member reports that Anderson Lake County Park does not seem to participate an also mentioned lots of ticks there.  
October 2024, member reports that VASONA LAKE COUNTY PARK DOES NOT PARTICIPATE. THERE ARE 8 DIFFERENT PARKS IN THE COUNTY THAT PARTICIPATE. SEE THE LINK AND CALL AHEAD. August 2024, member stopped at Mt. Madonna and the front desk said they program is coming.",https://parks.sccgov.org/plan-your-visit/programs-events/challenges-contests/bark-ranger
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Santa Monica Mountains NRA,California,Tag,34.1101099,-118.7986218,"December 2025 update that there is a Bark Oliday event on December 13 from 12 - 2 PM. June 2025 member reports they got a tag and signed card.  Unclear if that was left over from the May event or if they plant on having the cards and tags in stock fulltime.  Please call ahead and let us know if you find out specifically! 
May 2025 member verifies this is not a year round program and the Bark Ranger program is only an event. 
May 2025, member attended event on May 17th and recieved the items in the picture. They stated that those were only for the event but that there were other generic Bark Ranger items for sale in the visitor center. The Santa Monica Mountains NRA is holding its first ever Bark Ranger event! Bring your furry friend and join us at Rancho Sierra Vista/Satwiwa on May 17th from 9 AM to 12 PM for a pawsome free event! Enjoy ranger-led hikes where you'll learn essential tips for keeping your pet safe on the trails. Celebrate your pup with a special BARK Ranger swearing-in ceremony, and enjoy fun activities, prizes, stickers, temporary tattoos, and plenty of pet-friendly swag. It’s a morning dedciated to your furry hiking buddy—don’t miss out on the fun! Please advise that all pets must be kept on a leash with a maximum length of 6 feet. Rancho Sierra Vista - Satwiwa 4121 Potrero Road Newbury Park, Ca","Pets - Santa Monica Mountains National Recreation Area (U.S. National Park Service)

<<<<<<< HEAD
https://l.facebook.com/l.php?u=https%3A%2F%2Fcalendar.time.ly%2Feiv8bxl8%2Fevent%2F77960037%2F20250517090000%3Fr%3Dhttps%253A%252F%252Fwww.samofund.org%252Foutdoors-calendar%26fbclid%3DIwZXh0bgNhZW0CMTAAAR5qseiONm0FSEdKhLNcENWZLsZrZOKrrzRKZA1RaqrKTBNPh9B5IQryiBjx3g_aem_VVd0x_kzWdenNozwMY--gQ%23event%3D77960037%3Binstance%3D20250517090000%26popup%3D1&h=AT1o68fYtmBPd_Uy9wIZjbHEAiwt9anEfcfUkFIPVz8vI4qwoEr5sXRiMD--ogijrWpNtT2WPsfskkrL7UCkES_fuw_PyE0mslk7sUesLFRTywxdjI9gq3jYvZdhHk_Mg3ECagx1RGJKTOC7r9IXkM-DoUhRX-_KkQ&__tn__=R]-R&c[0]=AT1aIyYVl86aMHtQ71obhvlz63Bd6DWNfRKMH2FYY9r1JZpsDA9MKu4kLyElCp5fpgDlhB4uIvHrD8geQtSgmv1KCOtGuADZhcFco09sv5aM8MmLEqHmyt70vFsZCc3cb8vFXeuENKe7qRervV-_9BAhEOtniT2xsWSZNhVmNg"
Saratoga National Historical Park,New York,Tag,42.9943318,-73.6328905,"**March 2026, park shared they are starting their Bark Ranger Program on May 9th! There will still be site specific tags (unsure if the same tag shown in this entry) and certificate.  On launch day there will also be a bandana and special prizes. Program is free but the park store will have items available for purchase. Program will be available year round, but winter hours are limited.  At this time there is no capacity to mail out Bark Ranger swag.
**September 2025, member reports that park hopes to have a program in full swing by spring 2026. They recieved a tag and a certificate. 
**August 2025, member reports the site has a site specific metal tag but there is no program here.  Per member and the website there is a pole that dogs can be tethered to in front of the visitor center.",https://www.nps.gov/thingstodo/become-a-saratoga-b-a-r-k-ranger.htm
Saugus Iron Works National Historic Site,Massachusetts,Tag,42.468034,-71.0078824,"July 2025 member reports tags in stock. There is a sIte specific tag. According to the website, tags are available mid May through October, usually.  
September 2024, member reports that there are tags.  The shop door is open to holler in for the tag.  The site is very ADA accessible if you are looking for an elderly friendly Bark Ranger spot. The park closes October 31 for the year.",https://www.nps.gov/thingstodo/saugus-iron-works-bark-ranger.htm
Scotts Bluff National Monument,Nebraska,Tag,41.8338796,-103.7056688,"September 2025, member reports they were given a Jr Ranger Badge. 
August 2025, member reports no tags but a sticker, a passport stamp, and a swearig in.  Says the dog was allowed in for the swearing in.",https://www.nps.gov/scbl/planyourvisit/pets.htm
"Seneca Rocks Discovery Center, West Virginia 28, Seneca Rocks, WV",West Virginia,Tag,38.8337921,-79.3743513,"September 2024, member reports tags back in stock and you can choose between tag or a bandana. The tag is a green medal bone shaped tag.",https://www.fs.usda.gov/recarea/mnf/recarea/?recid=7050
Shell Falls Interpretive Site Bighorn National Forest,Wyoming,Bandana,44.5864529,-107.6140453,"June 2025, member reports the interpretive center is closed construction, unsure on reopening. Ask how your dog can become a bark ranger and they can take a pledge and be awarded with a bandana.  Hours are only 9.30-4.30 Friday through Monday.",https://www.fs.usda.gov/detail/bighorn/specialplaces/?cid=stelprdb5381856
Shenandoah National Park,Virginia,Tag,38.4719668,-78.4636973,"**August 2025, trusted member shared info from a ranger that tags are also available at the Dickey visitor center. July 2025, member reports bandanas are sold out but free wooden tags are in stock. 
**July 2025, member reports they have their tags.  Reports that tags are available at both Byrd and Big Meadow visitor centers. Must do one of the hikes and provide photo proof.  Member also reported they were only given one tag and told just one per visitor, not one per dog. 
**June 2025, member spoke to a ranger and was told they have brochures but are awaiting their order of tags.
**October 2024, member reports that the rangers claim a program is coming soon. You can buy a bandana at the Big Meadow Wayside Store, right next to Byrd Visitor Center.",https://www.nps.gov/shen/planyourvisit/pets.htm
Shenandoah River State Park,Virginia,Tag,38.8402195,-78.3024655,"May 2025, member posted a picture of a tag from this site. It's a pretty site specific tag like many other Virginia State park tags.",https://www.dcr.virginia.gov/state-parks/shenandoah-river
Shiloh National Military Park Visitor Center,Tennessee,Tag,35.1401235,-88.3406991,"October 2024, member reports the park is out of tags and were given a Jr. Ranger Badge. There is a site specific metal badge and certificate. 
Member reported they were out of tags beginning of April 2024.",https://www.nps.gov/shil/learn/news/shiloh-launches-bark-ranger-program.htm
Sitka National Historical Park,Alaska,Tag,57.0484454,-135.3151735,"May 2025, member posted a picture of a Sitka Bark Ranger Tag.  Tag was free and rangers were very friendly.  Trails are all dog friendly.",https://www.nps.gov/sitk/planyourvisit/pets.htm
Sky Meadows State Park,Virginia,Tag,38.9909767,-77.9589128,"October 2025, restating this is not a site with full time Bark Ranger programs, only special events.  There are no tags. 
September 2025, member reports there is an event on September 6, 10-4.  Looks like this is just a once a year thing. 
September 2024, member reports no real program, but showed a photo of a site specific Bark Ranger bandana.",https://www.dcr.virginia.gov/state-parks/sky-meadows
"Sleeping Bear Dunes National Lakeshore Philip A. Hart Visitor Center, VOLUNEERS ONLY",Michigan,Certificate,44.883728,-86.0574756,"June 2025, a member claims there was THIS IS FOR VOLUNTEERS ONLY, NOT THE GENERAL PUBLIC.  Call to check. 
June 2024 a member shared pictures of their dog receving JR Ranger badge and certificate, and a swearing in as a Junior Ranger.",https://www.nps.gov/slbe/planyourvisit/pets.htm
South Llano River State Park,Texas,Tag,30.4260908,-99.8002368,"February 2026, member reported getting a metal site specific tag at this site.  No other details known.",https://tpwd.texas.gov/state-parks/south-llano-river
Southwick Beach State Park,New York,Bandana,43.7612822,-76.2013482,"August 2025, Keewaydin State Park Facebook account shared there is a checklinst and a bandana to earn. Have rabies vaccine proof available.",https://parks.ny.gov/parks/southwickbeach/maps.asp
=======
https://l.facebook.com/l.php?u=https%3A%2F%2Fcalendar.time.ly%2Feiv8bxl8%2Fevent%2F77960037%2F20250517090000%3Fr%3Dhttps%253A%252F%252Fwww.samofund.org%252Foutdoors-calendar%26fbclid%3DIwZXh0bgNhZW0CMTAAAR5qseiONm0FSEdKhLNcENWZLsZrZOKrrzRKZA1RaqrKTBNPh9B5IQryiBjx3g_aem_VVd0x_kzWdenNozwMY--gQ%23event%3D77960037%3Binstance%3D20250517090000%26popup%3D1&h=AT1o68fYtmBPd_Uy9wIZjbHEAiwt9anEfcfUkFIPVz8vI4qwoEr5sXRiMD--ogijrWpNtT2WPsfskkrL7UCkES_fuw_PyE0mslk7sUesLFRTywxdjI9gq3jYvZdhHk_Mg3ECagx1RGJKTOC7r9IXkM-DoUhRX-_KkQ&__tn__=R]-R&c[0]=AT1aIyYVl86aMHtQ71obhvlz63Bd6DWNfRKMH2FYY9r1JZpsDA9MKu4kLyElCp5fpgDlhB4uIvHrD8geQtSgmv1KCOtGuADZhcFco09sv5aM8MmLEqHmyt70vFsZCc3cb8vFXeuENKe7qRervV-_9BAhEOtniT2xsWSZNhVmNg"
Saratoga National Historical Park,New York,Tag,42.9943318,-73.6328905,"**March 2026, park shared they are starting their Bark Ranger Program on May 9th! There will still be site specific tags (unsure if the same tag shown in this entry) and certificate.  On launch day there will also be a bandana and special prizes. Program is free but the park store will have items available for purchase. Program will be available year round, but winter hours are limited.  At this time there is no capacity to mail out Bark Ranger swag.
**September 2025, member reports that park hopes to have a program in full swing by spring 2026. They recieved a tag and a certificate. 
**August 2025, member reports the site has a site specific metal tag but there is no program here.  Per member and the website there is a pole that dogs can be tethered to in front of the visitor center.",https://www.nps.gov/thingstodo/become-a-saratoga-b-a-r-k-ranger.htm
Saugus Iron Works National Historic Site,Massachusetts,Tag,42.468034,-71.0078824,"July 2025 member reports tags in stock. There is a sIte specific tag. According to the website, tags are available mid May through October, usually.  
September 2024, member reports that there are tags.  The shop door is open to holler in for the tag.  The site is very ADA accessible if you are looking for an elderly friendly Bark Ranger spot. The park closes October 31 for the year.",https://www.nps.gov/thingstodo/saugus-iron-works-bark-ranger.htm
Scotts Bluff National Monument,Nebraska,Tag,41.8338796,-103.7056688,"September 2025, member reports they were given a Jr Ranger Badge. 
August 2025, member reports no tags but a sticker, a passport stamp, and a swearig in.  Says the dog was allowed in for the swearing in.",https://www.nps.gov/scbl/planyourvisit/pets.htm
"Seneca Rocks Discovery Center, West Virginia 28, Seneca Rocks, WV",West Virginia,Tag,38.8337921,-79.3743513,"September 2024, member reports tags back in stock and you can choose between tag or a bandana. The tag is a green medal bone shaped tag.",https://www.fs.usda.gov/recarea/mnf/recarea/?recid=7050
Shell Falls Interpretive Site Bighorn National Forest,Wyoming,Bandana,44.5864529,-107.6140453,"June 2025, member reports the interpretive center is closed construction, unsure on reopening. Ask how your dog can become a bark ranger and they can take a pledge and be awarded with a bandana.  Hours are only 9.30-4.30 Friday through Monday.",https://www.fs.usda.gov/detail/bighorn/specialplaces/?cid=stelprdb5381856
Shenandoah National Park,Virginia,Tag,38.4719668,-78.4636973,"**August 2025, trusted member shared info from a ranger that tags are also available at the Dickey visitor center. July 2025, member reports bandanas are sold out but free wooden tags are in stock. 
**July 2025, member reports they have their tags.  Reports that tags are available at both Byrd and Big Meadow visitor centers. Must do one of the hikes and provide photo proof.  Member also reported they were only given one tag and told just one per visitor, not one per dog. 
**June 2025, member spoke to a ranger and was told they have brochures but are awaiting their order of tags.
**October 2024, member reports that the rangers claim a program is coming soon. You can buy a bandana at the Big Meadow Wayside Store, right next to Byrd Visitor Center.",https://www.nps.gov/shen/planyourvisit/pets.htm
Shenandoah River State Park,Virginia,Tag,38.8402195,-78.3024655,"May 2025, member posted a picture of a tag from this site. It's a pretty site specific tag like many other Virginia State park tags.",https://www.dcr.virginia.gov/state-parks/shenandoah-river
Shiloh National Military Park Visitor Center,Tennessee,Tag,35.1401235,-88.3406991,"October 2024, member reports the park is out of tags and were given a Jr. Ranger Badge. There is a site specific metal badge and certificate. 
Member reported they were out of tags beginning of April 2024.",https://www.nps.gov/shil/learn/news/shiloh-launches-bark-ranger-program.htm
Sitka National Historical Park,Alaska,Tag,57.0484454,-135.3151735,"May 2025, member posted a picture of a Sitka Bark Ranger Tag.  Tag was free and rangers were very friendly.  Trails are all dog friendly.",https://www.nps.gov/sitk/planyourvisit/pets.htm
Sky Meadows State Park,Virginia,Tag,38.9909767,-77.9589128,"October 2025, restating this is not a site with full time Bark Ranger programs, only special events.  There are no tags. 
September 2025, member reports there is an event on September 6, 10-4.  Looks like this is just a once a year thing. 
September 2024, member reports no real program, but showed a photo of a site specific Bark Ranger bandana.",https://www.dcr.virginia.gov/state-parks/sky-meadows
"Sleeping Bear Dunes National Lakeshore Philip A. Hart Visitor Center, VOLUNEERS ONLY",Michigan,Certificate,44.883728,-86.0574756,"June 2025, a member claims there was THIS IS FOR VOLUNTEERS ONLY, NOT THE GENERAL PUBLIC.  Call to check. 
June 2024 a member shared pictures of their dog receving JR Ranger badge and certificate, and a swearing in as a Junior Ranger.",https://www.nps.gov/slbe/planyourvisit/pets.htm
South Llano River State Park,Texas,Tag,30.4260908,-99.8002368,"February 2026, member reported getting a metal site specific tag at this site.  No other details known.",https://tpwd.texas.gov/state-parks/south-llano-river
Southwick Beach State Park,New York,Bandana,43.7612822,-76.2013482,"August 2025, Keewaydin State Park Facebook account shared there is a checklinst and a bandana to earn. Have rabies vaccine proof available.",https://parks.ny.gov/parks/southwickbeach/maps.asp
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Springfield Armory National Historic Site 1 Armory St #2, Springfield, MA 01105",Massachusetts,Tag,42.121526,-72.605466,"**February 2026, member shared a pic of the wooden tag and the certificate plus a booklet.  They also reported a booklet. Also reports a metal tag to purchase along with other Bark Ranger items. Tags are both in stock. They are going to be having a “Bark in the Park” event on Sat. June 20th from 10a-1p.
**September 2025, member reports a wooden site specific tag to earn and the metal one to purchase. 
**Late July 2025, member reports tags in stock. 
**July 2025 member reports that on July 4th they were out of tags but took down addresses to mail. 
**June 2025 update from the park that if you missed the special event, come by Wed through Sun from 9:30-4 to complete the scavenger hunt for Bark Ranger tag. There is a special event Bark in the Park on June 21 10 AM - 2 PM. 
**April 2025, member reports they ""earned"" their tag.  There are also bowls, bandanas, and tags for purchase.  
<<<<<<< HEAD
**September 2024, member confirmed program.  A previous report mentioned site specific metal tags for $7. Dogs are allowed on the grounds but not buildings.",https://www.nps.gov/spar/index.htm
=======
**September 2024, member confirmed program.  A previous report mentioned site specific metal tags for $7. Dogs are allowed on the grounds but not buildings.",https://www.nps.gov/spar/index.htm
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Standing Stone State Park, Standing Stone Park Highway, Hilham, TN",Tennessee,Tag,36.4644072,-85.4227761,"November 2025, member reports that Lake Trail is pretty strenuous and can be hard to follow.  Thay had to have a ranger get them and had they not it would have been a 9-10 mile hike wit hthe pup.
2025 Event date 1/18. YOU MUST REGISTER ONLINE https://reserve.tnstateparks.com/register/bark-ranger-program. There is a 20 dollar fee that gets you a bandana along with other goodies. Join Park Ranger Stephanie for the first B.A.R.K. Ranger program of 2025! We will meet at the Rec Hall, do introductions, learn about the meaning and importance of the ""B.A.R.K."" acronym, and then take a short walk together prior to issuing certificates and taking a B.A.R.K. Ranger pledge. There will be photo opportunities and each participant will receive a goodie bag containing the following: a B.A.R.K. Ranger collar tag, a bandana/collar combo (sized according to what is chosen when you register), three exclusive stickers of choice, and a couple of other fun surprises. We look forward to having you and your pup(s) come out to the park! 
July 2024 member showed pic of metal site specific tag.","https://tnstateparks.com/parks/event_details/standing-stone/?fbclid=IwY2xjawHioTBleHRuA2FlbQIxMAABHXhXkh2eqCuLTQ_ClwNPybJFy7HMNu1fn6OVI8MmoAEYdDHUKlqlDHCMDw_aem_tueHAel-t21OEkMATQQggg#/?event=bark-ranger-program

<<<<<<< HEAD
https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5"
Staunton River State Park,Virginia,Tag,36.7061867,-78.6793086,"September 2025, be sure to check out swag pics.  We added the certificate. 
July 2025, member reports program here and shared a tag similar to the other Virginia State Park Bark Tags and a booklet.",https://www.dcr.virginia.gov/state-parks/staunton-river
=======
https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5"
Staunton River State Park,Virginia,Tag,36.7061867,-78.6793086,"September 2025, be sure to check out swag pics.  We added the certificate. 
July 2025, member reports program here and shared a tag similar to the other Virginia State Park Bark Tags and a booklet.",https://www.dcr.virginia.gov/state-parks/staunton-river
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Stones River National Battlefield Visitor Center, Old Nashville Highway, Murfreesboro, TN",Tennessee,Tag,35.8745924,-86.4331594,"January 2026 member updates they recieved a free poop bagholder plus bags after completing the checklist. The tag is $7, stickers are $5, and there are bandanas but cost unknown. 
October 2025, group moderator provides: The site has several entrances:

3501 Old Nashville Hwy,
Murfreesboro, TN 37129

1563 North Thompson Lane
Murfreesboro, TN 37129

(615) 893-9501
Hours:
Spring & Summer: Every day 9-5
Nov. 1 - Feb. 29: 9-4
eMail: https://www.nps.gov/stri/contacts.htm

Additional Information: A driving tour, walking trails, museum, bookstore and living history events/demonstrations are offered from the Visitor Center. Much of Fortress Rosecrans, a major Union logistics base, has been preserved in town.
September 2025, member reports a BARK Ranger program when visited on 9/2/2025. After completing the tasks, recieved free poop bags & dispenser, and got the BARK Ranger card signed by a park ranger. The BARK Ranger tag ($6.95) and sticker ($4.95) were available at the visitor center - you can purchase them without completing the tasks.May 2025, trusted member reports tags are for sale and in stock. 
April 2025 trusted member reports they have all the swag. 
November 2024, member reports there is a driving and paved walkway through the park to visit some of the site.  If you travel with someone with mobility issues this is a great stop.  Dogs are only restricted  from the building.  Bark Ranger tags are free after completing one of the activities.  They also give the owner a pin. Stop by their gift shop to purchase a site specific metal dog tag.
<<<<<<< HEAD
September 2024 tags back in stock. One ranger said it's possible in November they would start an official program.  Tags are site specific, gold metal, $7 plus tax.",https://www.nps.gov/stri/planyourvisit/pets.htm
